Brand,Model,Version,Type,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Seller,Price_EUR
BMW,4 Series,d Advantage,sedan,2017,139678,136,Manual,Diesel,4.3,5,Blue,08241,Barcelona,Dealer,20840
SEAT,Ibiza,1.0 TSI 110 FR 5P,sedan,2021,3429,110,Manual,Petrol,5.4,5,Blue,08210,Barcelona,Dealer,18490
Peugeot,508,1.6HDI Active,sedan,2011,170000,111,Manual,Diesel,4.6,5,Blue,08203,Barcelona,Dealer,7990
Skoda,Rapid/Spaceback,1.0 TSI 70KW (95cv) Ambit Spaceback,sedan,2018,29989,95,Manual,Petrol,4.5,5,Blue,08097,Barcelona,Dealer,11990
BMW,1 Series,118d PACK M,sedan,2014,131644,143,Manual,Diesel,4.4,5,Blue,08097,Barcelona,Dealer,12990
Volkswagen,Passat,1.6TDI Executive DSG7,sedan,2020,10865,120,Automatic,Diesel,4.2,5,Blue,08097,Barcelona,Dealer,27490
BMW,3 Series,316d,sedan,2016,159980,116,Manual,Diesel,4.6,5,Blue,08097,Barcelona,Dealer,14990
SEAT,Leon,1.8 TSI 132kW (180CV) DSG-7 St&Sp FR,sedan,2017,33604,179,Automatic,Petrol,5.8,5,Blue,08097,Barcelona,Dealer,18490
MINI,Cooper,5 PUERTAS,sedan,2015,124000,136,Manual,Petrol,4.7,5,Blue,08097,Barcelona,Dealer,11990
Audi,A5,Sportback 2.0 TFSI Sport 140kW,sedan,2017,72952,190,Manual,Petrol,5.7,5,Blue,08097,Barcelona,Dealer,27990
SEAT,Leon,1.4 TSI 92kW (125CV) St&Sp FR,sedan,2018,123820,125,Manual,Petrol,5.2,5,Blue,08097,Barcelona,Dealer,12990
SEAT,Exeo,2.0TDI CR Style 143,sedan,2010,112000,143,Manual,Diesel,5.3,5,Blue,08520,Barcelona,Dealer,8999
BMW,3 Series,318i,sedan,1999,190000,118,Manual,Petrol,7.9,5,Blue,08520,Barcelona,Dealer,2199
Audi,A4,2.0,sedan,2005,119837,131,Manual,Petrol,8.0,5,Blue,08227,Barcelona,Dealer,5900
Volvo,V40,2.0 T2 122cv Momentum Black Edition,sedan,2019,19245,122,Manual,Petrol,5.9,5,Blue,08281,Barcelona,Dealer,18860
BMW,3 Series,318dA Business,sedan,2018,101286,150,Automatic,Diesel,4.0,5,Blue,08174,Barcelona,Dealer,20500
BMW,M5,M550iA xDrive,sedan,2017,97671,462,Automatic,Petrol,9.1,5,Blue,08227,Barcelona,Dealer,62150
Audi,A6,Avant 3.0TDI S-Tronic 160kW,familiar,2018,96022,218,Automatic,Diesel,4.6,5,Blue,08172,Barcelona,Dealer,27790
SEAT,Leon,ST 1.2 TSI S&S Reference 110,familiar,2017,89999,110,Manual,Petrol,4.9,5,Blue,08097,Barcelona,Dealer,11990
Volkswagen,Passat,Variant 2.0TDI Advance DSG7 110kW,familiar,2018,150455,150,Automatic,Diesel,4.3,5,Blue,08097,Barcelona,Dealer,15490
Peugeot,508,SW 2.0BlueHDI GT Line 150,familiar,2018,39999,150,Manual,Diesel,4.2,5,Blue,08097,Barcelona,Dealer,18990
BMW,3 Series,316d Touring (0.0),familiar,2014,190000,116,Manual,Diesel,4.5,5,Blue,08960,Barcelona,Dealer,11990
Jaguar,XF,Sportbrake 3.0 V6 D. Premium Luxury Aut.,familiar,2015,105105,241,Automatic,Diesel,6.2,5,Blue,08097,Barcelona,Dealer,23990
Dacia,Dokker,Ambiance dci 66kW (90CV) 2017,familiar,2017,72109,90,Manual,Diesel,4.2,5,Blue,08097,Barcelona,Dealer,9490
Mercedes-Benz,B Class,CDI BlueEFFICIENCY,familiar,2013,123657,109,Manual,Diesel,4.4,5,Blue,08097,Barcelona,Dealer,12490
Peugeot,308,SW 1.5BlueHDi S&S Active 130,familiar,2018,17283,131,Manual,Diesel,3.6,5,Blue,08227,Barcelona,Dealer,15364
Volkswagen,Golf,Variant 1.6TDI CR BMT Advance 105,familiar,2014,196000,105,Manual,Diesel,3.9,5,Blue,08241,Barcelona,Dealer,9300
Ford,Focus,Sportbreak 2.0Ecoblue ST Line Aut,familiar,2018,52000,150,Automatic,Diesel,4.6,5,Blue,08203,Barcelona,Dealer,20990
Volkswagen,Passat,Variant 1.6TDI Advance 88kW,familiar,2017,61702,120,Manual,Diesel,4.1,5,Blue,08174,Barcelona,Dealer,18900
Volkswagen,Passat,Variant 1.6TDI Advance 88kW,familiar,2017,92031,120,Manual,Diesel,4.1,5,Blue,08174,Barcelona,Dealer,17400
Dacia,Dokker,Stepway dCi 90 EU6,familiar,2015,98134,90,Manual,Diesel,4.1,5,Blue,08097,Barcelona,Dealer,10990
Volkswagen,Golf,Variant 1.6TDI CR BMT Advance 105,familiar,2010,98404,105,Manual,Diesel,3.9,5,Blue,08097,Barcelona,Dealer,8990
Volvo,V60,D2 Momentum 120,familiar,2017,132893,120,Manual,Diesel,3.8,5,Blue,08241,Barcelona,Dealer,13560
MINI,Cooper Clubman,,familiar,2017,99000,136,Manual,Petrol,5.1,5,Blue,08290,Barcelona,Dealer,17990
Opel,Astra,ST 1.7CDTi Cosmo 125,familiar,2011,121801,125,Manual,Diesel,4.5,5,Blue,08227,Barcelona,Dealer,7450
Peugeot,508,SW 1.6BlueHDI Active 120,familiar,2016,166487,120,Manual,Diesel,4.2,5,Blue,08227,Barcelona,Dealer,9766
SEAT,Leon,ST 1.5 TSI S&S Xcellence 150,familiar,2021,500,150,Manual,Petrol,4.9,5,Blue,08100,Barcelona,Dealer,23800
Peugeot,308,SW 1.5BlueHDi Style 100,familiar,2019,47890,99,Manual,Diesel,3.5,5,Blue,08097,Barcelona,Dealer,14990
Volkswagen,Golf,Variant 1.6TDI CR BMT Advance 110,familiar,2016,91467,110,Manual,Diesel,4.0,5,Blue,08097,Barcelona,Dealer,11990
Volvo,V70,2.4 Aut.,familiar,2001,210000,140,Automatic,Petrol,9.2,5,Blue,08520,Barcelona,Dealer,1999
Toyota,Auris,Touring Sports hybrid 140H Feel!,familiar,2017,11529,136,Automatic,Hybrid,4.0,5,Blue,08227,Barcelona,Dealer,17056
Volkswagen,Passat,2.0 TDI 150CV DSG BUSINESS VARIANT 5P-,familiar,2020,31575,150,Automatic,Diesel,5.1,5,Blue,08210,Barcelona,Dealer,32490
Peugeot,508,SW 2.0BlueHDI Allure 150,familiar,2016,142508,150,Manual,Diesel,4.2,5,Blue,08241,Barcelona,Dealer,12970
Volvo,V90,D3 Inscription Aut. 150,familiar,2017,115878,150,Automatic,Diesel,4.5,5,Blue,08241,Barcelona,Dealer,20840
SEAT,Leon,ST 1.5 TSI S&S Style 130,familiar,2021,550,131,Manual,Petrol,5.1,5,Blue,08100,Barcelona,Dealer,21490
SEAT,Exeo,ST 2.0TDI CR Reference 143,familiar,2011,169000,143,Manual,Diesel,5.0,5,Blue,08403,Barcelona,Dealer,7490
SEAT,Leon,ST 1.5 EcoTSI S&S Style 130,familiar,2021,9327,131,Manual,Petrol,4.8,5,Blue,08030,Barcelona,Dealer,23100
SEAT,Leon,ST 2.0 TSI S&S Cupra DSG 300,familiar,2017,47000,300,Automatic,Petrol,6.8,5,Blue,08150,Barcelona,Dealer,28400
Citroen,C4,Grand Picasso Exclusive,familiar,2007,234723,136,Automatic,Diesel,5.9,5,Blue,08241,Barcelona,Dealer,5900
Audi,A4,Avant 2.0TDI Black line edition S tronic 140kW,familiar,2019,45303,190,Automatic,Diesel,4.4,5,Blue,08100,Barcelona,Dealer,35500
Subaru,Legacy,SW 2.5i Aut.,familiar,2005,210000,165,Automatic,Petrol,8.3,5,Blue,08028,Barcelona,Dealer,3990
SEAT,Leon,ST 1.2 TSI S&S Reference 110,familiar,2017,93000,110,Manual,Petrol,4.9,5,Blue,08520,Barcelona,Dealer,13490
Opel,Astra,ST 1.6CDTi S/S Innovation 136,familiar,2019,15902,136,Manual,Diesel,3.9,5,Blue,08030,Barcelona,Dealer,16100
Opel,Astra,ST 1.6CDTi S/S Innovation 136,familiar,2019,15571,136,Manual,Diesel,3.9,5,Blue,08030,Barcelona,Dealer,16600
Opel,Astra,ST 1.6CDTi S/S Innovation 136,familiar,2019,13966,136,Manual,Diesel,3.9,5,Blue,08030,Barcelona,Dealer,16800
SEAT,Leon,ST 2.0 TSI S&S Cupra DSG7 290,familiar,2019,35000,290,Automatic,Petrol,6.5,5,Blue,08950,Barcelona,Dealer,29400
Volkswagen,Passat,Variant 2.0TDI Sport DSG7 110kW,familiar,2018,65628,150,Automatic,Diesel,4.4,5,Blue,08174,Barcelona,Dealer,27200
Mercedes-Benz,E Class,Familiar Avantgarde,familiar,2000,193000,170,Automatic,Petrol,10.7,5,Blue,08403,Barcelona,Dealer,4990
Volkswagen,Golf,Variant 1.6 TDI CR Sport,familiar,2012,169533,105,Manual,Diesel,4.5,5,Blue,08241,Barcelona,Dealer,8370
Peugeot,308,SW 2.0HDI FAP Premium,familiar,2008,292100,136,Manual,Diesel,5.9,5,Blue,08241,Barcelona,Dealer,3900
Peugeot,307,SW 2.0 16v Pack,familiar,2005,178000,137,Manual,Petrol,7.7,5,Blue,08349,Barcelona,Dealer,3990
Hyundai,i30,CW 1.0 TGDI Go,familiar,2018,23060,120,Manual,Petrol,5.2,5,Blue,08227,Barcelona,Dealer,14500
Volkswagen,Golf,Sportsvan 1.6TDI CR BMT Bluemotion 81kW,minivan,2016,115000,110,Manual,Diesel,3.8,5,Blue,08097,Barcelona,Dealer,12990
Citroen,C4,Picasso 1.6HDI Exclusive CMP,minivan,2007,181858,109,Automatic,Diesel,5.4,5,Blue,08227,Barcelona,Dealer,4950
Ford,B-Max,1.0 EcoBoost A S&S Titanium 125,minivan,2016,53950,125,Manual,Petrol,4.9,5,Blue,08097,Barcelona,Dealer,9890
Peugeot,5008,1.6 BlueHDI Allure 7 pl. 120,minivan,2017,27038,120,Manual,Diesel,4.3,5,Blue,08097,Barcelona,Dealer,23990
Volkswagen,Touran,2.0TDI Sport,minivan,2015,81137,140,Automatic,Diesel,5.3,5,Blue,08130,Barcelona,Dealer,15995
Volkswagen,Touran,1.6TDI Edition BMT 105,minivan,2012,148483,105,Manual,Diesel,4.6,5,Blue,08241,Barcelona,Dealer,10250
Opel,Zafira,1.7CDTi 111 Years,minivan,2010,204464,110,Manual,Diesel,5.3,5,Blue,08241,Barcelona,Dealer,5600
Renault,Scenic,1.6 Dynamique Aut.,minivan,2009,236082,111,Automatic,Petrol,8.0,5,Blue,08241,Barcelona,Dealer,4900
Citroen,C4,Picasso 1.2 PureTech S&S Feel 130,minivan,2017,62000,131,Manual,Petrol,5.0,5,Blue,08203,Barcelona,Dealer,14490
Renault,Scenic,1.2 TCe Energy Authentique,minivan,2014,74626,116,Manual,Petrol,5.9,5,Blue,08097,Barcelona,Dealer,7990
Kia,Carens,1.6 GDi Basic 135,minivan,2017,23639,136,Manual,Petrol,6.5,5,Blue,08903,Barcelona,Dealer,14208
Dodge,Journey,2.0CRD RT Aut.,minivan,2010,146830,140,Automatic,Diesel,7.0,5,Blue,08227,Barcelona,Dealer,8800
Renault,Megane,2.0 RX4 Sportway,minivan,2002,125083,140,Manual,Petrol,8.0,5,Blue,08227,Barcelona,Dealer,2400
Volkswagen,Touran,1.6TDI CR Business & Navi 81kW,minivan,2016,105780,110,Manual,Diesel,4.4,5,Blue,08097,Barcelona,Dealer,18990
Volkswagen,Sharan,2.0TDI Edition BMT,minivan,2011,189967,140,Manual,Diesel,5.5,5,Blue,08097,Barcelona,Dealer,10990
Ford,S-Max,2.0TDCi Titanium 150,minivan,2017,112097,150,Manual,Diesel,5.0,5,Blue,08097,Barcelona,Dealer,17990
Opel,Zafira,Tourer 1.6CDTi S/S Excellence 136,minivan,2016,84350,136,Manual,Diesel,4.1,5,Blue,08097,Barcelona,Dealer,12990
Ford,Tourneo Courier,1.0 Ecoboost Titanium,minivan,2016,73623,102,Manual,Petrol,5.2,5,Blue,08097,Barcelona,Dealer,14990
Ford,Tourneo Courier,1.5TDCi Trend 100,minivan,2018,18647,101,Manual,Diesel,4.1,5,Blue,08097,Barcelona,Dealer,15490
Ford,C-Max,1.0 Ecoboost Auto-S&S Trend 100,minivan,2015,68543,101,Manual,Petrol,5.1,5,Blue,08241,Barcelona,Dealer,10160
Volkswagen,Touran,1.4 TSI BMT Advance 110kW,minivan,2017,72843,150,Manual,Petrol,5.7,5,Blue,08227,Barcelona,Dealer,20514
SsangYong,Rodius,270 Xdi Limited AWD,minivan,2011,139528,165,Manual,Diesel,8.6,5,Blue,08227,Barcelona,Dealer,9900
Mercedes-Benz,V Class,250BT Largo Avantgarde 7G Tronic,minivan,2016,101160,190,Automatic,Diesel,6.0,5,Blue,08174,Barcelona,Dealer,44200
Hyundai,Matrix,1.6 GLS Full,minivan,2003,152500,103,Manual,Petrol,7.8,5,Blue,08940,Barcelona,Dealer,2490
Renault,Espace,2.0 TXE,minivan,1990,197000,120,Manual,Petrol,0.0,5,Blue,08398,Barcelona,Dealer,5500
Mercedes-Benz,Marco Class,160d Activity,minivan,2018,140000,88,Manual,Diesel,6.4,5,Blue,08820,Barcelona,Dealer,28950
Mercedes-Benz,Marco Class,160d Activity,minivan,2018,140000,88,Manual,Diesel,6.4,5,Blue,08173,Barcelona,Dealer,28950
Renault,Grand Scenic,1.2 TCE Energy Limited 7pl. 130,minivan,2018,32000,131,Manual,Petrol,6.4,5,Blue,08403,Barcelona,Dealer,18900
Kia,Carens,1.6 GDi Drive 135,minivan,2018,40670,136,Manual,Petrol,6.5,5,Blue,08172,Barcelona,Dealer,14990
Citroen,C4,Picasso 1.6BlueHDI S&S Live 120,minivan,2017,59000,120,Manual,Diesel,3.8,5,Blue,08914,Barcelona,Dealer,13990
Ford,C-Max,Grand 1.5TDCi Trend+ PS 120,minivan,2018,45460,120,Automatic,Diesel,4.4,5,Blue,08241,Barcelona,Dealer,15380
Mercedes-Benz,V Class,200CDI Extralargo 7G Tronic,minivan,2015,112000,136,Automatic,Diesel,5.8,5,Blue,08160,Barcelona,Dealer,25500
Volkswagen,Caddy,Maxi 2.0TDI Origin 102,minivan,2021,5086,102,Manual,Diesel,4.7,5,Blue,08700,Barcelona,Dealer,24800
Citroen,C4,Grand Picasso 1.6BlueHDI Feel EAT6 120,minivan,2017,68433,120,Automatic,Diesel,3.9,5,Blue,08227,Barcelona,Dealer,16542
Mercedes-Benz,V Class,220d Largo 7G Tronic,minivan,2019,26591,163,Automatic,Diesel,5.9,5,Blue,08206,Barcelona,Dealer,35785
Mercedes-Benz,V Class,220d Largo,minivan,2020,21807,163,Automatic,Diesel,6.0,5,Blue,08206,Barcelona,Dealer,38719
Volkswagen,Touran,1.6TDI CR BMT Sport DSG7 85kW,minivan,2017,31272,116,Automatic,Diesel,4.3,5,Blue,08100,Barcelona,Dealer,28190
Ford,C-Max,1.5TDCi Auto-S&S Trend+ 120,minivan,2018,87860,120,Manual,Diesel,4.1,5,Blue,08227,Barcelona,Dealer,11273
Dacia,Lodgy,TCE GPF Serie Limitada Aniversario 7pl. 96kW,minivan,2020,20356,131,Manual,Petrol,6.1,5,Blue,08227,Barcelona,Dealer,16273
Mercedes-Benz,V Class,220d Largo 7G Tronic,minivan,2019,9062,163,Automatic,Diesel,5.9,5,Blue,08206,Barcelona,Dealer,36280
Opel,Zafira,1.6 16v Enjoy,minivan,2009,79000,116,Manual,Petrol,7.1,5,Blue,08820,Barcelona,Dealer,7990
Volkswagen,Sharan,2.0TDI Sport 110kW,minivan,2018,61195,150,Manual,Diesel,5.2,5,Blue,08227,Barcelona,Dealer,26818
Kia,Soul,Eléctrico CHAdeMO,minivan,2015,97000,110,Automatic,Electric,0.0,5,Blue,08097,Barcelona,Dealer,12490
Volkswagen,Touran,2.0TDI CR BMT Sport DSG7 140kW,minivan,2018,152000,190,Automatic,Diesel,4.7,5,Blue,08097,Barcelona,Dealer,20490
Ford,Tourneo Courier,1.0 Ecoboost Ambiente,minivan,2016,121957,102,Manual,Petrol,5.2,5,Blue,08227,Barcelona,Dealer,9065
Mercedes-Benz,C Class,Coupé 250d 9G-Tronic,coupe,2017,63379,204,Automatic,Diesel,4.6,3,Blue,08227,Barcelona,Dealer,34533
Porsche,Boxster,3.2 S,coupe,2005,132722,279,Manual,Petrol,9.6,3,Blue,08227,Barcelona,Dealer,21500
Maserati,Coupe,GT,coupe,1999,82000,390,Manual,Petrol,16.1,3,Blue,08960,Barcelona,Dealer,24900
Honda,CR-Z,1.5i-VTEC IMA Sport,coupe,2011,95451,124,Manual,Hybrid,5.0,3,Blue,08227,Barcelona,Dealer,10700
BMW,2 Series,218d Coupé Sport,coupe,2015,144000,143,Manual,Diesel,4.3,3,Blue,08820,Barcelona,Dealer,18990
Audi,A7,Sportback 2.0 TFSI S-Tronic,coupe,2016,39733,252,Automatic,Petrol,6.0,3,Blue,08174,Barcelona,Dealer,37900
Mercedes-Benz,CLS Class,350d Aut.,coupe,2017,97247,258,Automatic,Diesel,5.5,3,Blue,08174,Barcelona,Dealer,48300
Volkswagen,Scirocco,1.4 TSI BMT Typhoon by R-Line,coupe,2015,58432,125,Manual,Petrol,5.4,3,Blue,08241,Barcelona,Dealer,15890
BMW,Z3,2.8 Coupé,coupe,1999,175800,190,Manual,Petrol,10.4,3,Blue,08840,Barcelona,Dealer,17990
BMW,1 Series,118d,coupe,2013,79234,143,Manual,Diesel,4.5,3,Blue,08097,Barcelona,Dealer,12990
BMW,4 Series,420dA Gran Coupé,coupe,2018,108770,190,Automatic,Diesel,4.0,3,Blue,08903,Barcelona,Dealer,26390
Mercedes-Benz,SL Class,Aut.,coupe,2006,117000,245,Automatic,Petrol,11.5,3,Blue,08304,Barcelona,Dealer,17900
BMW,M4,Coupé Competition,coupe,2021,5000,510,Automatic,Petrol,0.0,3,Blue,08950,Barcelona,Dealer,103500
BMW,Z3,1.8i Roadster,coupe,1998,42718,116,Manual,Petrol,8.0,3,Blue,08970,Barcelona,Dealer,12990
BMW,M2,M2A Competition,coupe,2019,28000,411,Automatic,Petrol,9.2,3,Blue,08150,Barcelona,Dealer,57900
Audi,TT,RS Coupé 2.5 TFSI quattro S-Tronic,coupe,2013,121000,340,Automatic,Petrol,8.5,3,Blue,08150,Barcelona,Dealer,31900
BMW,4 Series,420d Gran Coupé,coupe,2018,92848,190,Automatic,Diesel,4.9,3,Blue,08029,Barcelona,Dealer,29990
BMW,4 Series,418d Gran Coupé,coupe,2016,162892,150,Manual,Diesel,4.3,3,Blue,08097,Barcelona,Dealer,17990
Mercedes-Benz,GLC Class,Coupé e 4Matic,coupe,2017,105000,320,Automatic,Hybrid,2.5,3,Blue,08227,Barcelona,Dealer,41869
Bentley,Continental,GT Aut.,coupe,2005,116907,559,Automatic,Petrol,17.1,3,Blue,08227,Barcelona,Dealer,36900
BMW,4 Series,430dA Coupé,coupe,2016,54475,258,Automatic,Diesel,4.9,3,Blue,08227,Barcelona,Dealer,28505
BMW,2 Series,218iA Gran Coupé,coupe,2020,30903,140,Automatic,Petrol,4.6,3,Blue,08029,Barcelona,Dealer,32990
Porsche,996,Carrera 4 Coupé,coupe,2000,138000,300,Manual,Petrol,12.0,3,Blue,08800,Barcelona,Dealer,25000
BMW,X6,xDrive 40dA,coupe,2012,194128,306,Automatic,Diesel,7.5,3,Blue,08241,Barcelona,Dealer,25290
Audi,TT,Coupé 2.0 TFSI quattro,coupe,2008,156486,272,Manual,Petrol,8.0,3,Blue,08227,Barcelona,Dealer,17950
BMW,2 Series,220dA Gran Coupé,coupe,2020,27000,190,Automatic,Diesel,4.6,3,Blue,08150,Barcelona,Dealer,37600
Mercedes-Benz,C Class,Coupé BE 7G Plus,coupe,2012,152112,204,Automatic,Petrol,6.5,3,Blue,08227,Barcelona,Dealer,16900
Mercedes-Benz,CLK Class,,coupe,2003,162776,170,Manual,Petrol,15.1,3,Blue,08227,Barcelona,Dealer,5900
Porsche,Carrera GT,cat,coupe,1995,129000,272,Automatic,Petrol,7.5,3,Blue,08006,Barcelona,Dealer,64900
Audi,A7,Sportback 3.0BiTDI Competition Q. Tip.,coupe,2016,41400,326,Automatic,Diesel,6.3,3,Blue,08029,Barcelona,Dealer,45900
Mercedes-Benz,GLC Class,Coupé 220d 4Matic Aut.,coupe,2017,32700,170,Automatic,Diesel,5.0,3,Blue,08029,Barcelona,Dealer,44900
Mercedes-Benz,AMG Class,Coupé 462,coupe,2015,28757,462,Automatic,Petrol,9.3,3,Blue,08029,Barcelona,Dealer,86900
Mercedes-Benz,E Class,Coupé Aut.,coupe,2013,52200,306,Automatic,Petrol,6.9,3,Blue,08029,Barcelona,Dealer,32900
BMW,X4,xDrive 25dA,coupe,2018,31666,231,Automatic,Diesel,5.5,3,Blue,08223,Barcelona,Dealer,48975
BMW,Z4,sDrive 20iA,coupe,2019,42453,197,Automatic,Petrol,5.8,3,Blue,08227,Barcelona,Dealer,39545
Abarth,500,595C 1.4T-Jet Monster Energy Yamaha 121kW,cabrio,2021,2400,165,Manual,Petrol,6.8,3,Blue,08006,Barcelona,Dealer,28900
Rolls-Royce,Corniche,Convertible IV,cabrio,1994,17500,245,Automatic,Petrol,0.0,3,Blue,08013,Barcelona,Dealer,138000
MINI,Cooper D,Cabrio Aut.,cabrio,2017,25123,116,Automatic,Diesel,3.9,3,Blue,08174,Barcelona,Dealer,23700
Abarth,500,595C 1.4T-Jet Monster Energy Yamaha Aut. 121kW,cabrio,2021,2000,165,Automatic,Petrol,6.5,3,Blue,08173,Barcelona,Dealer,28900
Abarth,595C,1.4T-Jet Pista 118kW,cabrio,2019,18410,160,Manual,Petrol,6.0,3,Blue,08227,Barcelona,Dealer,18591
Abarth,595C,1.4T-Jet Turismo 121kW,cabrio,2019,22272,165,Automatic,Petrol,6.8,3,Blue,08227,Barcelona,Dealer,20818
Volkswagen,Golf,Cabrio 1.2 TSI,cabrio,2011,97600,105,Manual,Petrol,5.9,3,Blue,08914,Barcelona,Dealer,9990
MINI,Cooper Cabrio,S,cabrio,2004,90000,170,Manual,Petrol,8.3,3,Blue,08016,Barcelona,Dealer,8490
BMW,4 Series,420iA Cabrio,cabrio,2021,4100,184,Automatic,Petrol,5.7,3,Blue,08440,Barcelona,Dealer,55900
Abarth,595C,1.4T-Jet 107kW,cabrio,2018,67612,145,Automatic,Petrol,6.6,3,Blue,08227,Barcelona,Dealer,17182
MINI,Cooper Cabrio,,cabrio,2020,21207,136,Manual,Petrol,5.4,3,Blue,08029,Barcelona,Dealer,32490
BMW,4 Series,420iA Cabrio,cabrio,2020,19112,184,Automatic,Petrol,6.3,3,Blue,08029,Barcelona,Dealer,43990
Fiat,500,500Ce 87Kw Icon,cabrio,2021,5000,118,Automatic,Electric,0.0,3,Blue,08302,Barcelona,Dealer,24500
Audi,A5,Cabrio 1.8 TFSI S line ed. Multitronic,cabrio,2015,26000,170,Automatic,Petrol,6.2,3,Blue,08860,Barcelona,Dealer,29900
MINI,One Cabrio,,cabrio,2005,180000,90,Manual,Petrol,7.0,3,Blue,08830,Barcelona,Dealer,5500
Ford,Focus,C.C. 2.0 Titanium,cabrio,2008,106000,145,Manual,Petrol,7.1,3,Blue,08860,Barcelona,Dealer,6790
BMW,2 Series,218dA Cabrio,cabrio,2017,101488,150,Automatic,Diesel,4.1,3,Blue,08174,Barcelona,Dealer,25100
Porsche,997,Carrera 4 Cabrio,cabrio,2006,139000,325,Automatic,Petrol,11.3,3,Blue,08860,Barcelona,Dealer,44000
MINI,Cooper Cabrio,Cabrio Cooper Aut.,cabrio,2018,15715,136,Automatic,Petrol,5.3,3,Blue,08205,Barcelona,Dealer,25900
MINI,Cooper Cabrio,,cabrio,2008,48761,116,Manual,Petrol,7.3,3,Blue,08970,Barcelona,Dealer,9800
BMW,2 Series,220iA Cabrio,cabrio,2015,94314,184,Automatic,Petrol,6.2,3,Blue,08227,Barcelona,Dealer,23178
Mercedes-Benz,C Class,Cabrio 220d 9G-Tronic,cabrio,2020,21386,194,Automatic,Diesel,4.8,3,Blue,08206,Barcelona,Dealer,45200
Ferrari,Mondial,3.2 Cabrio,cabrio,1978,52000,269,Manual,Petrol,0.0,3,Blue,08006,Barcelona,Dealer,54900
Ferrari,F8 Tributo,Spider,cabrio,2021,8900,721,Automatic,Petrol,11.4,3,Blue,08440,Barcelona,Dealer,386900
Abarth,595C,1.4T-Jet Competizione 132kW,cabrio,2021,10,179,Manual,Petrol,6.8,3,Blue,08440,Barcelona,Dealer,31900
Ford,Mustang,Convertible 2.3 EcoBoost Aut.,cabrio,2017,68000,314,Automatic,Petrol,10.0,3,Blue,08205,Barcelona,Dealer,36900
Abarth,595C,1.4T-Jet Turismo 121kW,cabrio,2019,21722,165,Manual,Petrol,6.8,3,Blue,08227,Barcelona,Dealer,18545
Suzuki,Vitara,1.6 Lona Lujo,cabrio,1992,121000,80,Manual,Petrol,0.0,3,Blue,08560,Barcelona,Dealer,6800
Ford,Focus,C.C. 1.6 Trend,cabrio,2010,179000,101,Manual,Petrol,6.7,3,Blue,08397,Barcelona,Dealer,6500
Aston-Martin,DB9,Volante Touchtronic2,cabrio,2005,15000,450,Automatic,Petrol,16.5,3,Blue,08173,Barcelona,Dealer,75000
Mazda,CX-3,1.8 Skyactiv-D Zenith 2WD 85kW,suv,2018,88000,116,Manual,Diesel,4.0,5,Blue,08950,Barcelona,Dealer,17990
Land-Rover,Range Rover Evoque,2.0L TD4 110kW 110kW 4x4 SE Auto.,suv,2017,36995,150,Automatic,Diesel,5.1,5,Blue,08097,Barcelona,Dealer,26990
Renault,Captur,1.5dCi eco2 Energy Limited 90,suv,2016,85614,90,Manual,Diesel,3.6,5,Blue,08227,Barcelona,Dealer,12991
Porsche,Cayenne,Turbo Aut.,suv,2013,224716,500,Automatic,Petrol,11.5,5,Blue,08227,Barcelona,Dealer,30900
Audi,Q7,3.0TDI sport quattro tiptronic 200kW,suv,2017,119000,272,Automatic,Diesel,5.9,5,Blue,08097,Barcelona,Dealer,42990
Hyundai,Tucson,2.0CRDi Comfort4x2,suv,2007,180000,140,Manual,Diesel,7.0,5,Blue,08860,Barcelona,Dealer,4990
Kia,Stonic,1.0 T-GDi MHEV iMT 100cv Drive,suv,2021,400,101,Manual,Hybrid,5.5,5,Blue,08201,Barcelona,Dealer,17900
BMW,X2,xDrive 20dA,suv,2018,53224,190,Automatic,Diesel,4.6,5,Blue,08172,Barcelona,Dealer,34490
BMW,X3,xDrive 30dA,suv,2018,67496,265,Automatic,Diesel,5.7,5,Blue,08172,Barcelona,Dealer,44990
Peugeot,3008,Allure BlueHDi 96kW (130CV) S&S EAT8,suv,2019,147990,131,Automatic,Diesel,4.1,5,Blue,08097,Barcelona,Dealer,18990
Nissan,Qashqai,Q+2 2.0dCi Tekna Sport 4x2 17´´,suv,2011,204990,150,Manual,Diesel,6.5,5,Blue,08097,Barcelona,Dealer,8990
Nissan,Qashqai,1.6dCi 360 4x2 XTronic,suv,2014,109999,131,Automatic,Diesel,4.6,5,Blue,08097,Barcelona,Dealer,14490
Kia,Niro,1.6 HEV Business,suv,2020,10950,141,Automatic,Hybrid,3.7,5,Blue,08097,Barcelona,Dealer,27990
Honda,HR-V,1.6 i-DTEC Executive,suv,2016,84344,120,Manual,Diesel,5.7,5,Blue,08097,Barcelona,Dealer,13990
Dacia,Duster,1.5dCi Laureate 4x2 110,suv,2017,89990,110,Manual,Diesel,4.4,5,Blue,08097,Barcelona,Dealer,10990
Nissan,X-Trail,1.6 dCi N-Connecta 4x2,suv,2017,58148,131,Manual,Diesel,5.1,5,Blue,08903,Barcelona,Dealer,20208
Volkswagen,Tiguan,2.0TDI Advance 4Motion DSG 110kW,suv,2018,27341,150,Automatic,Diesel,5.3,5,Blue,08903,Barcelona,Dealer,29935
