Brand,Model,Version,Type,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Seller,Price_EUR
Peugeot,207,CC 1.6 VTi Aut.,cabrio,2009,122000,120,Automatic,Petrol,7.2,3,Blue,36208,Pontevedra,Private,7300
Saab,9-3,Cabrio 1.9TiD Vector 20 Aniversario,cabrio,2006,306000,150,Manual,Diesel,6.3,3,Blue,36215,Pontevedra,Private,9495
Nissan,Qashqai,1.5dCi N-Connecta 4x2 85kW,suv,2019,18000,116,Manual,Diesel,3.9,5,Blue,36818,Pontevedra,Private,22000
SEAT,Leon,ST 2.0TDI CR S,familiar,2016,165000,150,Manual,Diesel,4.4,5,Brown,36711,Pontevedra,Private,12300
Volkswagen,Touran,2.0TDI CR BMT Sport DSG 110kW,minivan,2017,77400,150,Automatic,Diesel,4.6,5,Brown,36205,Pontevedra,Private,21000
Ford,Focus CC,C.C. 2.0TDCi by David Delfin,cabrio,2010,188000,136,Manual,Diesel,5.6,3,Brown,36630,Pontevedra,Private,5500
Ford,Focus CC,C.C. 2.0TDCi by David Delfin,cabrio,2010,189000,136,Manual,Diesel,5.6,3,Brown,36630,Pontevedra,Private,5500
Hyundai,iX35,1.7CRDI Comfort Sky 4x2,suv,2011,220000,114,Manual,Diesel,5.4,5,Brown,36812,Pontevedra,Private,10200
Honda,CR-V,Excelente Estado,suv,2012,177263,150,Manual,Diesel,6.5,5,Bronze,36002,Pontevedra,Private,6550
Renault,Megane,Mégane Coupé 2.0 RT,sedan,1999,200000,150,Manual,Petrol,8.0,5,Yellow,36686,Pontevedra,Private,9999
Ford,Mustang,Fastback 5.0 Ti-VCT GT,coupe,2018,22000,419,Manual,Petrol,13.5,3,Yellow,36260,Pontevedra,Private,40900
Mercedes-Benz,A Class,edition hakkinen,sedan,2001,178000,150,Automatic,Petrol,7.2,5,Grey,36960,Pontevedra,Private,12500
Ford,Focus,1.8 TDCi Trend 100,sedan,2003,200000,99,Manual,Diesel,5.5,5,Grey,36380,Pontevedra,Private,1200
Volkswagen,Golf GTI,2.0 TSI,sedan,2010,170000,211,Manual,Petrol,7.3,5,Grey,36995,Pontevedra,Private,11990
Ford,Focus,1.6 Tdci 110 CV Titanium,sedan,2009,166000,110,Automatic,Diesel,5.6,5,Grey,36500,Pontevedra,Private,5500
MINI,One,Mini,sedan,2004,190000,90,Manual,Petrol,6.5,5,Grey,36412,Pontevedra,Private,3800
Renault,Laguna,Grand Tour 1.9DCi Privilege 120,familiar,2002,228000,120,Manual,Diesel,5.6,5,Grey,36205,Pontevedra,Private,1650
Mercedes-Benz,C Class,BlueEfficiency Tempomat,familiar,2011,280000,120,Automatic,Diesel,4.8,5,Grey,36600,Pontevedra,Private,7900
Mercedes-Benz,C Class,Estate 9G-Tronic AMG Line,familiar,2019,33000,184,Automatic,Petrol,6.2,5,Grey,36600,Pontevedra,Private,34000
Volkswagen,Passat Variant,2.0TDI HighlineBMT DSG,familiar,2012,213000,140,Automatic,Diesel,5.2,5,Grey,36163,Pontevedra,Private,7000
Opel,Astra,SW 1.9CDTi Enjoy,familiar,2005,144095,120,Manual,Diesel,6.1,5,Grey,36770,Pontevedra,Private,4800
BMW,3 Series,Serie 3 E91 Touring Diesel Touring,familiar,2011,157800,286,Automatic,Diesel,6.7,5,Grey,36966,Pontevedra,Private,15999
Jaguar,XK,Coupé 4.2L V8 Aut.,coupe,2008,239000,298,Automatic,Petrol,11.3,3,Grey,36315,Pontevedra,Private,13000
Peugeot,307,1.6HDI XS,cabrio,2004,195000,109,Manual,Diesel,4.8,3,Grey,36629,Pontevedra,Private,2900
Mercedes-Benz,SL Class,Aut.,cabrio,2004,90000,500,Automatic,Petrol,14.4,3,Grey,36201,Pontevedra,Private,25000
Volkswagen,Tiguan,2.0TDI R-Line,suv,2010,157000,140,Manual,Diesel,6.4,5,Grey,36204,Pontevedra,Private,11000
Toyota,RAV 4,2.0D4-D Luna,suv,2004,241300,116,Manual,Diesel,7.1,5,Grey,36002,Pontevedra,Private,7900
Renault,Clio,2.0 F1 Team,sedan,2008,92000,306,Manual,Petrol,8.9,5,Green,36002,Pontevedra,Private,14950
BMW,M3,GT,coupe,1995,64000,321,Manual,Petrol,11.0,3,Green,36201,Pontevedra,Private,77500
Land-Rover,Defender,90 TDI Techo Duro,suv,1997,87000,111,Manual,Diesel,12.4,5,Green,36370,Pontevedra,Private,32000
Toyota,RAV 4,1.8 Luna,suv,2002,137000,125,Manual,Petrol,7.4,5,Green,36210,Pontevedra,Private,4950
MINI,Cooper S,JCW,sedan,2018,47000,192,Automatic,Petrol,5.4,5,Red,36004,Pontevedra,Private,27500
Volkswagen,Polo,1.6TDI Advance 90,sedan,2011,225000,90,Manual,Diesel,4.2,5,Red,36211,Pontevedra,Private,6000
SEAT,Ibiza,1.6TDI CR Reference DPF,sedan,2010,228448,90,Manual,Diesel,4.2,5,Red,36770,Pontevedra,Private,6000
Audi,S3,Sportback 2.0 TFSI quattro S-Tronic,sedan,2015,99000,300,Automatic,Petrol,6.9,5,Red,36689,Pontevedra,Private,32900
Skoda,Superb,Combi 1.8 TSI Elegance DSG,familiar,2015,70000,160,Automatic,Petrol,7.1,5,Red,36400,Pontevedra,Private,15500
Jaguar,X-Type,Wagon 3.0 V6 Sport,familiar,2005,150000,230,Manual,Petrol,10.4,5,Red,36350,Pontevedra,Private,4500
Porsche,911,991_2 GT3 PDK,coupe,2017,18500,500,Automatic,Petrol,12.7,3,Red,36331,Pontevedra,Private,164000
MINI,One Cabrio,MINI Cabrio Red&Black,cabrio,2016,81000,102,Manual,Petrol,5.0,3,Red,36153,Pontevedra,Private,18999
Mercedes-Benz,GLA Class,7G-DCT,suv,2018,17000,122,Automatic,Petrol,6.3,5,Red,36206,Pontevedra,Private,28900
Renault,Kangoo,Express 1.9D Confort 65,van,2006,188151,65,Manual,Diesel,6.8,5,Red,36770,Pontevedra,Private,4000
BMW,5 Series,Serie 5 F10 Luxury,sedan,2013,74462,245,Automatic,Petrol,6.6,5,Black,36680,Pontevedra,Private,23900
Volkswagen,Golf GTI,2.0 TSI Performance DSG 230,sedan,2015,109000,230,Automatic,Petrol,6.4,5,Black,36201,Pontevedra,Private,22800
Volkswagen,Golf GTI,2.0 TSI Performance DSG 230,sedan,2015,109000,230,Automatic,Petrol,6.4,5,Black,36201,Pontevedra,Private,22800
Mercedes-Benz,C Class,Clase W203 Diesel CDI,sedan,2004,102000,231,Automatic,Diesel,7.6,5,Black,36206,Pontevedra,Private,12900
Lancia,Ypsilon,1.2 8v Oro,sedan,2007,64000,60,Manual,Petrol,6.0,5,Black,36208,Pontevedra,Private,4000
Volkswagen,Golf GTI,2.0 TSI DSG 220,sedan,2016,99000,220,Automatic,Petrol,6.4,5,Black,36202,Pontevedra,Private,24500
Volkswagen,Golf,1.9TDI Highline DSG,sedan,2006,357000,105,Automatic,Diesel,5.0,5,Black,36860,Pontevedra,Private,3500
BMW,1 Series,Serie 1 E81+E87 Diesel,sedan,2009,200000,143,Manual,Diesel,4.7,5,Black,36208,Pontevedra,Private,2700
Peugeot,407,SW 2.0HDI ST Sport Pack,familiar,2006,224000,136,Manual,Diesel,6.0,5,Black,36540,Pontevedra,Private,3600
Audi,A4,Avant 3.0TDI quattro tiptronic 200kW,familiar,2018,92000,272,Automatic,Diesel,5.1,5,Black,36900,Pontevedra,Private,36990
Peugeot,308,SW 1.6e-HDI Blue Lion FAP Family,familiar,2012,435000,111,Manual,Diesel,4.7,5,Black,36960,Pontevedra,Private,3200
BMW,6 Series,Serie 6 E63 Coupé Aut.,coupe,2008,169000,367,Automatic,Petrol,11.7,3,Black,36400,Pontevedra,Private,19900
Toyota,Celica,GT,coupe,1997,162000,170,Manual,Petrol,9.1,3,Black,36995,Pontevedra,Private,12000
Aston-Martin,DB9,Coupé Touchtronic,coupe,2005,191880,457,Automatic,Petrol,16.5,3,Black,36211,Pontevedra,Private,36000
Audi,TT,Coupé 1.8T 180,coupe,2003,198500,179,Manual,Petrol,8.1,3,Black,36600,Pontevedra,Private,4500
Porsche,Boxster,3.2 S,cabrio,2005,66000,279,Automatic,Petrol,9.6,3,Black,36393,Pontevedra,Private,35000
Volkswagen,Beetle,Cabrio 1.6TDI Design 105,cabrio,2015,125000,105,Manual,Diesel,4.7,3,Black,36153,Pontevedra,Private,18999
BMW,Z3 M,Roadster,cabrio,1998,127000,321,Manual,Petrol,11.1,3,Black,36002,Pontevedra,Private,41000
Peugeot,2008,1.2 PureTech S,suv,2015,50730,110,Manual,Petrol,4.7,5,Black,36450,Pontevedra,Private,11500
Honda,Accord,2.4i-VTEC Executive,sedan,2004,156000,190,Manual,Petrol,9.0,5,Silver,36206,Pontevedra,Private,6500
Honda,Civic,2.2i-CTDI Executive,sedan,2010,155000,140,Manual,Diesel,5.3,5,Silver,36208,Pontevedra,Private,5900
Mercedes-Benz,C Class,d T 9G-TRONIC Exclusive,familiar,2018,48888,170,Automatic,Diesel,4.4,5,Silver,36200,Pontevedra,Private,31000
Renault,Grand Scenic,Scénic 1.5dCi Energy Dynamique 7pl.,minivan,2012,249000,110,Manual,Diesel,4.1,5,Silver,36100,Pontevedra,Private,5000
BMW,M3,Coupé,coupe,2008,124000,420,Manual,Petrol,12.4,3,Silver,36213,Pontevedra,Private,28000
Peugeot,407,Coupé 2.0HDI,coupe,2009,42000,136,Manual,Diesel,5.9,3,Silver,36995,Pontevedra,Private,10200
Mercedes-Benz,CLK Class,Elegance,coupe,1998,330000,218,Automatic,Petrol,11.5,3,Silver,36320,Pontevedra,Private,3500
Opel,Astra,Coupé 2.2 16v Bertone Edition,coupe,2003,95000,147,Manual,Petrol,8.6,3,Silver,36331,Pontevedra,Private,2200
Citroen,DS4,1.6HDi Design 92,sedan,2014,112000,92,Manual,Diesel,4.2,5,Burgundy,36700,Pontevedra,Private,8400
SEAT,Leon,León 1.6TDI CR S,sedan,2018,61140,116,Manual,Diesel,4.2,5,White,36458,Pontevedra,Private,18500
MINI,One D,Mini,sedan,2013,190000,90,Manual,Diesel,3.8,5,White,36211,Pontevedra,Private,6900
Alfa-Romeo,147,3.2 GTA,sedan,2004,146000,250,Manual,Petrol,12.1,5,White,36645,Pontevedra,Private,16500
Volkswagen,Golf GTI,2.0 TFSI,sedan,2006,165000,200,Manual,Petrol,8.0,5,White,36212,Pontevedra,Private,8500
Mitsubishi,Lancer,Evo 6,familiar,1999,1,381,Manual,Petrol,10.0,5,White,36391,Pontevedra,Private,35000
BMW,5 Series,Serie 5 F11 Touring Diesel Touring xDrive,familiar,2016,104000,381,Automatic,Diesel,6.3,5,White,36320,Pontevedra,Private,38900
BMW,5 Series,Serie 5 F11 Touring Diesel Touring xDrive,familiar,2016,104000,381,Automatic,Diesel,6.3,5,White,36320,Pontevedra,Private,38900
Opel,Astra,ST 1.7CDTi Selective Business,familiar,2014,112000,110,Manual,Diesel,4.5,5,White,36205,Pontevedra,Private,7100
BMW,X6,xDrive 30dA,coupe,2017,77000,258,Automatic,Diesel,7.0,3,White,36213,Pontevedra,Private,44990
Mercedes-Benz,C Class,Coupé CDI BE BlueEfficiency Edition,coupe,2015,220000,170,Manual,Diesel,4.1,3,White,36630,Pontevedra,Private,16000
Audi,TTS,Roadster 2.0 TFSI quattro S-Tronic,cabrio,2016,73000,310,Automatic,Petrol,6.9,3,White,36389,Pontevedra,Private,42000
Toyota,RAV 4,2.2D-4D Active 4x4,suv,2011,75000,150,Manual,Diesel,6.0,5,White,36630,Pontevedra,Private,110000
Jeep,Renegade,1.0 80 Aniversario 4x2,suv,2021,3314,120,Manual,Petrol,5.7,5,White,36400,Pontevedra,Private,21000
Iveco,Daily,Furgón 33S13 V 3520 H1 9.0 126,van,2014,162380,126,Manual,Diesel,7.8,5,White,36600,Pontevedra,Private,15000
Iveco,Daily,Furgón 35S13 V 3520 H1 9.0 126,van,2015,177790,126,Manual,Diesel,7.8,5,White,36600,Pontevedra,Private,15000
Iveco,Daily,Furgón 35S17 V 3520 H1 9.0 170,van,2016,295376,170,Manual,Diesel,7.8,5,White,36600,Pontevedra,Private,16000
Iveco,Daily,Furgón 35S18 V 3520 H1 9.0 180,van,2019,38353,179,Manual,Diesel,7.8,5,White,36600,Pontevedra,Private,23500
Opel,Combo,1.7CDTI Cargo,van,2008,127000,99,Manual,Diesel,5.2,5,White,36544,Pontevedra,Private,3000
Iveco,Daily,Furgón 35S13 V 3520 H1 9.0 126,van,2015,151859,126,Manual,Diesel,7.8,5,White,36600,Pontevedra,Private,15000
Iveco,Daily,Furgón 35S13 V 3520 H1 9.0 126,van,2014,144964,126,Manual,Diesel,7.8,5,White,36600,Pontevedra,Private,15000
Iveco,Daily,Furgón 35S13 V 3000 H1 7.3 126,van,2015,169789,126,Manual,Diesel,7.8,5,White,36600,Pontevedra,Private,15000
Volkswagen,Caddy,Furgón 1.9TDI,van,2007,172000,105,Manual,Diesel,6.0,5,White,36209,Pontevedra,Private,6900
Opel,Astra,1.7CDTi Cosmo 100,sedan,2004,150000,99,Manual,Diesel,5.0,5,Gold,36331,Pontevedra,Private,2900
Opel,Corsa,1.5D DT S/S GS-Line + 100,small,2021,1,102,Manual,Diesel,3.2,5,Beige,09400,Burgos,Dealer,17900
BMW,3 Series,320iA Gran Turismo,sedan,2015,119765,184,Automatic,Petrol,6.2,5,Beige,09001,Burgos,Dealer,21490
Volkswagen,Touran,1.0 TSI Edition 85kW,minivan,2019,45000,116,Manual,Petrol,5.6,5,Beige,09001,Burgos,Dealer,22900
Peugeot,308,1.2 PureTech S&S Active Pack 110,small,2021,5000,110,Manual,Petrol,4.4,5,Blue,09007,Burgos,Dealer,17495
Audi,A6,Avant 3.0TDI S-Tronic 160kW,familiar,2018,96022,218,Automatic,Diesel,4.6,5,Blue,09001,Burgos,Dealer,27790
Kia,Carens,1.6 GDi Drive 135,minivan,2018,40670,136,Manual,Petrol,6.5,5,Blue,09001,Burgos,Dealer,14990
BMW,X3,xDrive 30dA,suv,2018,67496,265,Automatic,Diesel,5.7,5,Blue,09001,Burgos,Dealer,44990
BMW,X2,xDrive 20dA,suv,2018,53224,190,Automatic,Diesel,4.6,5,Blue,09001,Burgos,Dealer,34490
Volkswagen,T-Cross,1.0 TSI Advance,suv,2021,21440,95,Manual,Petrol,0.0,5,Blue,09001,Burgos,Dealer,20900
Volkswagen,T-Cross,1.0 TSI Advance DSG7 81kW,suv,2021,23427,110,Automatic,Petrol,0.0,5,Blue,09001,Burgos,Dealer,23500
Citroen,C4,1.2 PureTech Live Pack S&S 100,small,2021,5,101,Manual,Petrol,4.6,5,Brown,09007,Burgos,Dealer,15995
Citroen,C4,1.2 PureTech Live Pack S&S 100,small,2021,1000,101,Manual,Petrol,4.6,5,Brown,09007,Burgos,Dealer,15995
Volvo,V90,D3 Momentum 150,familiar,2019,52608,150,Manual,Diesel,4.9,5,Brown,09001,Burgos,Dealer,26790
Audi,A6,Avant 2.0TDI Advanced ed. S-T 140kW,familiar,2018,119461,190,Automatic,Diesel,4.5,5,Brown,09001,Burgos,Dealer,27890
Peugeot,3008,1.5BlueHDi Allure S&S 130,suv,2021,5,131,Manual,Diesel,4.2,5,Brown,09007,Burgos,Dealer,25995
BMW,X3,xDrive 20dA,suv,2018,61975,190,Automatic,Diesel,5.3,5,Brown,09001,Burgos,Dealer,34790
SEAT,Ateca,2.0TDI CR S&S Xcellence 150,suv,2020,11854,150,Manual,Diesel,4.7,5,Brown,09001,Burgos,Dealer,30900
MINI,Cooper,,small,2015,72832,136,Manual,Petrol,4.5,5,Yellow,09001,Burgos,Dealer,13990
Honda,Civic,1.6 i-DTEC Elegance,small,2015,80829,120,Manual,Diesel,3.7,5,Yellow,09001,Burgos,Dealer,15900
Audi,A1,Sportback 35 TFSI Advanced S tronic,small,2019,27200,150,Automatic,Petrol,5.0,5,Yellow,09001,Burgos,Dealer,25100
Audi,A1,Sportback 30 TFSI Epic edition S tronic,small,2019,32000,116,Automatic,Petrol,4.9,5,Yellow,09001,Burgos,Dealer,25604
BMW,X3 M,Competition,suv,2021,15754,510,Automatic,Petrol,10.5,5,Yellow,09001,Burgos,Dealer,99990
Audi,Q2,30 TFSI Sport S tronic 85kW,suv,2019,22137,116,Automatic,Petrol,5.4,5,Yellow,09001,Burgos,Dealer,25000
Renault,Megane,1.5dCi Energy Business 81kW,small,2017,115984,110,Manual,Diesel,3.7,5,Grey,09001,Burgos,Dealer,13200
Audi,A6,3.0TDI Advanced edition S-Tronic 160kW,sedan,2016,121040,218,Automatic,Diesel,4.4,5,Grey,09001,Burgos,Dealer,25490
Audi,A6,Avant 45 TDI Sport quattro Tiptronic,familiar,2018,31750,231,Automatic,Diesel,5.8,5,Grey,09001,Burgos,Dealer,50600
BMW,2 Series,218dA Gran Coupé,coupe,2020,20500,150,Automatic,Diesel,4.2,3,Grey,09007,Burgos,Dealer,33900
Citroen,C5 Aircross,BlueHDi S&S Shine EAT8 130,suv,2021,7500,131,Automatic,Diesel,4.0,5,Grey,09007,Burgos,Dealer,28995
Peugeot,207,1.6 HDI XS Pack,small,2007,169500,90,Manual,Diesel,4.5,5,Green,09007,Burgos,Dealer,3950
Audi,Q5,2.0TDI S line quattro-ultra S tronic 120kW,suv,2018,125817,163,Automatic,Diesel,5.1,5,Green,09001,Burgos,Dealer,32990
Land-Rover,Discovery,2.0TD4 HSE Aut.,suv,2017,116375,179,Automatic,Diesel,6.2,5,Green,09001,Burgos,Dealer,38490
SEAT,Ibiza,1.6TDI CR S&S Xcellence 115,small,2018,98574,116,Manual,Diesel,4.1,5,Red,09001,Burgos,Dealer,16490
Jaguar,XE,2.0 Diesel Prestige AWD Aut. 180,sedan,2016,92045,179,Automatic,Diesel,5.5,5,Red,09001,Burgos,Dealer,18990
Mercedes-Benz,C Class,Estate 220d 7G Plus,familiar,2017,14674,170,Automatic,Diesel,4.4,5,Red,09001,Burgos,Dealer,29700
Mercedes-Benz,CLA Class,Shooting Brake 200d 7G-DCT,familiar,2018,131844,136,Automatic,Diesel,5.6,5,Red,09001,Burgos,Dealer,22490
Skoda,Fabia,Combi 1.0 TSI Ambition Plus 70kW,familiar,2020,29043,95,Manual,Petrol,4.6,5,Red,09001,Burgos,Dealer,13900
SEAT,Leon,ST 1.5 EcoTSI S&S FR 130,familiar,2019,15187,131,Manual,Petrol,4.9,5,Red,09001,Burgos,Dealer,20900
BMW,2 Series,218iA Gran Coupé 100kW,coupe,2020,16890,136,Automatic,Petrol,4.9,3,Red,09001,Burgos,Dealer,34990
MINI,Cooper D,Cabrio,cabrio,2016,97579,116,Manual,Diesel,4.0,3,Red,09001,Burgos,Dealer,19990
Kia,Niro,1.6 HEV Drive,suv,2019,18265,141,Automatic,Hybrid,0.0,5,Red,09001,Burgos,Dealer,21900
Audi,Q5,2.0TDI CD quattro S Line Ed. 190,suv,2016,75412,190,Manual,Diesel,5.6,5,Black,09001,Burgos,Dealer,27990
BMW,7 Series,730dA,sedan,2018,170734,265,Automatic,Diesel,5.3,5,Silver,09001,Burgos,Dealer,47490
SEAT,Leon,ST 1.5 TSI S&S Style Launch Pack con Navegador 130,familiar,2021,20397,131,Manual,Petrol,4.8,5,Silver,09001,Burgos,Dealer,21500
SEAT,Leon,ST 2.0TDI CR S&S Style 150,familiar,2017,105331,150,Manual,Diesel,4.3,5,Silver,09001,Burgos,Dealer,15190
BMW,3 Series,318d Touring,familiar,2018,111869,150,Manual,Diesel,4.5,5,Silver,09001,Burgos,Dealer,24490
SEAT,Leon,ST 1.6TDI CR S&S Style 115,familiar,2018,72493,116,Manual,Diesel,3.9,5,Silver,09001,Burgos,Dealer,16290
Kia,Optima,SW 1.7CRDI Eco-Dynamics VGT Concept,familiar,2018,67682,141,Manual,Diesel,4.4,5,Silver,09001,Burgos,Dealer,16790
SsangYong,Rodius,270 Xdi,minivan,2012,171323,165,Manual,Diesel,8.1,5,Silver,09001,Burgos,Dealer,8800
Renault,Espace,1.6dCi TT Energy Zen EDC 118kW,minivan,2017,123501,160,Automatic,Diesel,4.7,5,Silver,09001,Burgos,Dealer,19900
Volkswagen,Arteon,2.0TDI BiT Elegance 4M DSG7 176kW,coupe,2018,52727,239,Automatic,Diesel,5.9,3,Silver,09001,Burgos,Dealer,34400
Mercedes-Benz,SL Class,Aut.,coupe,2007,133199,272,Automatic,Petrol,10.3,3,Silver,09001,Burgos,Dealer,18990
MINI,Cooper Cabrio,,cabrio,2018,33050,136,Manual,Petrol,4.9,3,Silver,09001,Burgos,Dealer,22890
Volkswagen,Eos,2.0 TSI,cabrio,2006,228621,200,Manual,Petrol,8.2,3,Silver,09001,Burgos,Dealer,7990
BMW,X3,xDrive 30dA,suv,2018,88505,265,Automatic,Diesel,5.7,5,Silver,09001,Burgos,Dealer,44490
Peugeot,308,1.6 BlueHDi Style EAT6 120,small,2017,122014,120,Automatic,Diesel,3.5,5,Burgundy,09001,Burgos,Dealer,12990
Mazda,CX-5,2.0 Skyactiv-G Evolution 2WD 121kW,suv,2019,61125,165,Manual,Petrol,6.4,5,Burgundy,09001,Burgos,Dealer,22490
Peugeot,208,1.6BlueHDi Access 75,small,2017,111298,75,Manual,Diesel,3.5,5,White,09001,Burgos,Dealer,9990
Renault,Clio,1.5dCi eco2 S&S Energy Business 90,small,2015,67578,90,Manual,Diesel,3.6,5,White,09001,Burgos,Dealer,9990
BMW,3 Series,330dA,sedan,2014,98612,258,Automatic,Diesel,4.9,5,White,09001,Burgos,Dealer,19990
Toyota,Verso,1.8 Advance MultiDrive 140,minivan,2017,82507,147,Automatic,Petrol,7.1,5,White,09001,Burgos,Dealer,15200
BMW,X6,xDrive 50iA,coupe,2017,20625,449,Automatic,Petrol,9.7,3,White,09001,Burgos,Dealer,56990
BMW,X4,xDrive 20dA,coupe,2018,78223,190,Automatic,Diesel,5.4,3,White,09007,Burgos,Dealer,37900
Volkswagen,Golf,Cabriolet 1.8 GLI/Quartet,cabrio,1990,183455,111,Manual,Petrol,0.0,3,White,09001,Burgos,Dealer,11990
BMW,X3,xDrive 20dA,suv,2018,83485,190,Automatic,Diesel,5.3,5,White,09001,Burgos,Dealer,35890
Nissan,Qashqai,1.6dCi Acenta 4x4-i,suv,2018,121833,131,Manual,Diesel,4.9,5,White,09001,Burgos,Dealer,17990
BMW,1 Series,118i,small,2013,135669,170,Manual,Petrol,5.8,5,Orange,09001,Burgos,Dealer,15490
Audi,Q3,35 TDI S line S tronic 110kW,suv,2019,21920,150,Automatic,Diesel,4.7,5,Orange,09001,Burgos,Dealer,36500
SEAT,Ateca,1.5 EcoTSI S&S Style,suv,2018,500,150,Manual,Petrol,5.3,5,Orange,09001,Burgos,Dealer,25400
Audi,Q2,1.0 TFSI Design edition 85kW,suv,2018,17600,116,Manual,Petrol,5.3,5,Orange,09001,Burgos,Dealer,22900
Audi,A6,2.5TDI quattro Tiptronic 180,sedan,2001,222000,179,Automatic,Diesel,8.9,5,Beige,09200,Burgos,Private,4900
Peugeot,207,1.4 VTi 16v Sport,sedan,2009,62000,95,Manual,Petrol,6.1,5,Blue,09200,Burgos,Private,4300
Volkswagen,Golf,1.9TDI Highline 115,sedan,2000,358376,116,Manual,Diesel,5.8,5,Blue,09003,Burgos,Private,2500
BMW,M2,A,coupe,2017,64000,370,Automatic,Petrol,7.9,3,Blue,09197,Burgos,Private,46500
Audi,Q5,3.0TDI quattro Ambition S-Tronic 245,suv,2014,162000,245,Automatic,Diesel,6.4,5,Yellow,09006,Burgos,Private,23900
Audi,A3,Sportback 2.0TDI S line ed. S-Tronic 150 cv,familiar,2016,152000,150,Automatic,Diesel,4.5,5,Grey,09200,Burgos,Private,17100
Toyota,Avensis,Wagon 2.0D-4D Executive,familiar,2003,218800,116,Manual,Diesel,6.0,5,Grey,09001,Burgos,Private,3300
Opel,Zafira,2.0Dti 16v Blue Line,minivan,2004,187500,99,Manual,Diesel,6.5,5,Grey,09005,Burgos,Private,2500
Audi,A5,Coupé 1.8 TFSI Multitronic,coupe,2008,165000,170,Automatic,Petrol,7.4,3,Grey,09197,Burgos,Private,12500
BMW,3 Series,Serie 3 E46/2 Coupé,coupe,2005,151000,143,Manual,Petrol,7.4,3,Grey,09006,Burgos,Private,7900
Mercedes-Benz,CLA Class,CDI Urban,coupe,2015,170000,136,Manual,Diesel,4.4,3,Grey,09195,Burgos,Private,16300
Volkswagen,Touareg,3.6 FSI V6 BMT Premium Tiptronic TODOS LOS EXTRAS,suv,2011,119755,300,Automatic,Petrol,9.9,5,Grey,09007,Burgos,Private,16499
Mitsubishi,Montero,3.2 DI-D GLX,suv,2000,256000,165,Manual,Diesel,9.3,5,Green,09195,Burgos,Private,7500
Honda,Civic,1.6i SR VTEC,coupe,1998,272000,124,Manual,Petrol,7.5,3,Red,09400,Burgos,Private,1550
MINI,One Cabrio,Mini,cabrio,2016,65000,102,Manual,Petrol,5.0,3,Red,09260,Burgos,Private,10800
Peugeot,207,1.6HDI Sport,sedan,2007,87000,90,Manual,Diesel,4.5,5,Black,09001,Burgos,Private,5250
BMW,3 Series,Serie 3 F34 Diesel Gran Turismo xDrive Luxury,sedan,2014,146000,184,Manual,Diesel,5.1,5,Black,09001,Burgos,Private,17000
Audi,A6,Avant 2.0TDI S line ed. 140kW(4.75) S line edition,familiar,2015,98000,190,Automatic,Diesel,4.7,5,Black,09007,Burgos,Private,24000
Audi,A4,Avant 2.0TDI quattro DPF 143,familiar,2011,259000,143,Manual,Diesel,5.8,5,Black,09200,Burgos,Private,11000
BMW,3 Series,Serie 3 E46 Touring Diesel Touring,familiar,2004,260000,150,Manual,Diesel,5.5,5,Black,09007,Burgos,Private,3100
BMW,3 Series,Serie 3 335i E92 Coupé,coupe,2007,173000,306,Automatic,Petrol,9.2,3,Black,09007,Burgos,Private,18000
Mercedes-Benz,CLS Class,CGI Aut.,coupe,2007,152000,292,Automatic,Petrol,9.1,3,Black,09191,Burgos,Private,11990
Audi,A7,Sportback 3.0TDI CD quattro 245,coupe,2013,270000,245,Automatic,Diesel,5.9,3,Black,09300,Burgos,Private,17200
Audi,A7,Sportback 3.0BiTDI quattro Tiptronic,coupe,2012,120000,313,Automatic,Diesel,6.4,3,Black,09007,Burgos,Private,32900
Mercedes-Benz,E Class,Coupé CDI BE Aut.,coupe,2011,249000,231,Automatic,Diesel,6.8,3,Black,09002,Burgos,Private,12500
Audi,Q7,3.0TDI sport quattro tiptronic 200kW,suv,2016,79941,272,Automatic,Diesel,5.9,5,Black,09034,Burgos,Private,32000
Land-Rover,Range Rover Velar,2.0D R-Dynamic SE 4WD Aut. 180,suv,2018,29990,179,Automatic,Diesel,5.4,5,Black,09016,Burgos,Private,41500
Audi,Q7,4.2TDI quattro Tiptronic,suv,2007,179500,326,Automatic,Diesel,11.1,5,Black,09400,Burgos,Private,15000
Audi,A4,1.9TDI,sedan,2007,136000,114,Manual,Diesel,5.7,5,Silver,09007,Burgos,Private,7250
Renault,Clio,1.5DCI Dynamique 85 eco2,sedan,2007,232000,86,Manual,Diesel,4.4,5,Silver,09007,Burgos,Private,3200
Audi,A4,2.0TDI DPF 170,sedan,2008,255000,170,Manual,Diesel,5.1,5,Silver,09197,Burgos,Private,7800
Peugeot,308,1.6HDI Confort,sedan,2008,290000,90,Manual,Diesel,4.5,5,Silver,09400,Burgos,Private,3000
Peugeot,Expert,Tepee 2.0HDI Allure L2 125,familiar,2013,174000,128,Manual,Diesel,6.6,5,Silver,09007,Burgos,Private,11550
Mercedes-Benz,Viano Class,2.2CDI Fun Compacta,minivan,2009,425000,150,Manual,Diesel,8.8,5,Silver,09400,Burgos,Private,15000
Toyota,C-HR,125H Advance,suv,2019,8000,122,Automatic,Hybrid,4.0,5,Silver,09006,Burgos,Private,22499
